;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;robertuito_sentiment;robertuito_sentiment_probas
78;78;1072;40.3796954;-3.7298129;﻿María Cabañas;﻿ABRANTES;La suerte no es azar sino un montón de ideas ordenadas al compás;﻿Av. Abrantes 66;positive;Abrantes;Carabanchel;Madrid;positive;"{""NEG"": 0.019582422450184822, ""NEU"": 0.4183821976184845, ""POS"": 0.562035322189331}"
79;79;1073;40.4251642;-3.6802858;﻿Manonsi;﻿SALAMANCA;Perdí mis sueños por tus calles. Allí seguirán, dando de comer a los gorriones.;﻿Calle de Goya-Calle del Príncipe de Vergara;positive;Recoletos;Salamanca;Madrid;negative;"{""NEG"": 0.8440330624580383, ""NEU"": 0.13430748879909515, ""POS"": 0.021659482270479202}"
80;80;1074;40.4441159;-3.7100502;﻿Nerea Pallarés;﻿VALLEHERMOSO;El aire está tan detenido que observar las ruinas es contemplar su postal;﻿Paseo de San Francisco de Sales - Calle del General Ibáñez Ibero;positive;Vallehermoso;Chamberí;Madrid;negative;"{""NEG"": 0.7450355887413025, ""NEU"": 0.22939351201057434, ""POS"": 0.02557099051773548}"
81;81;1075;40.4367547;-3.717995;﻿Maria Jesus Silva Garcia;﻿GAZTAMBIDE;hay una cabeza sin boca conectada a un corazón que pisamos cada día cada vida;﻿Calle de Isaac Peral 20 - Calle Donoso Cortés;positive;Gaztambide;Chamberí;Madrid;neutral;"{""NEG"": 0.037435054779052734, ""NEU"": 0.4894714057445526, ""POS"": 0.4730934798717499}"
82;82;1076;40.4356605;-3.7183624;﻿Estelle Talavera Baudet;﻿MONCLOA;Tus pies, sístole y diástole, entre las vértebras del corazón de madroño.;﻿Calle de Isaac Peral 6 del lado de los impares - Calle Fernández de los Ríos;positive;;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.07696344703435898, ""NEU"": 0.570665717124939, ""POS"": 0.3523707687854767}"
83;83;1077;40.4051163;-3.7018025;﻿Victoria Zárate;﻿EMBAJADORES;Eres recuerdo blanco. Nada pesa entre mis manos y sin embargo te puedo retener;﻿Glorieta de Embajadores-Ronda de Valencia;positive;Palos de la Frontera;Arganzuela;Madrid;neutral;"{""NEG"": 0.15360313653945923, ""NEU"": 0.5486661791801453, ""POS"": 0.2977306544780731}"
84;84;1078;40.4151849;-3.6887402;﻿RODRIGO SANCHO FERRER;﻿CENTRO;¿Había ya rocío sobre las flores la primera mañana del mundo?;﻿Calle de Alfonso XII 30 (del lado de los impares) - Puerta Felipe IV;positive;Jerónimos;Retiro;Madrid;neutral;"{""NEG"": 0.18605580925941467, ""NEU"": 0.6978132128715515, ""POS"": 0.11613098531961441}"
85;85;1079;40.368563;-3.6632967;﻿Elsa López;﻿ENTREVÍAS;Estas tierras vacías para nadie. Para nadie tanto resplandor. Tanta luz para nadie;﻿Camino del Barrio de la Celsa (subida) - Anillo verde ciclista;positive;Entrevías;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.7804136872291565, ""NEU"": 0.19244009256362915, ""POS"": 0.027146248146891594}"
86;86;107;40.3689287;-3.7123825;﻿Hasier Larretxea;﻿ORCASITAS;Gure itzalek iraganean deklinatzen dute.;﻿Av. de Rafaela Ybarra - C/ Villabona;neutral;Orcasitas;Usera;Madrid;neutral;"{""NEG"": 0.40296176075935364, ""NEU"": 0.4007876515388489, ""POS"": 0.19625063240528107}"
87;87;1080;40.4335708;-3.6470653;﻿Arantxa Oteo;﻿QUINTANA;Soy la mujer de colores y no voy a consentir que nadie me vuelva gris.;﻿Calle de Alcalá-Calle Ezequiel Solana;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.14092320203781128, ""NEU"": 0.5912536978721619, ""POS"": 0.26782307028770447}"
88;88;1081;40.4128099;-3.6928198;﻿Michelle Roche;﻿PRADO;La identidad es el ideograma donde se funden las memorias familiares y las decisiones propias;﻿Paseo del Prado-Plaza Murillo (Esquina Prado);positive;Jerónimos;Retiro;Madrid;neutral;"{""NEG"": 0.06816107034683228, ""NEU"": 0.7301457524299622, ""POS"": 0.20169322192668915}"
89;89;1082;40.4248926;-3.7160316;﻿Michelle Roche;﻿ARGÜELLES;Nadie es un candidato tan popular para el agravio como una víctima;﻿Calle Ferraz 22;negative;Argüelles;Moncloa-Aravaca;Madrid;negative;"{""NEG"": 0.8906323909759521, ""NEU"": 0.09537317603826523, ""POS"": 0.01399452704936266}"
90;90;1083;40.4373875;-3.6862375;﻿Daniel Velázquez;﻿CASTELLANA;Muchos están dormidos, consumando, consumiendo, muriendo creyendo estar viviendo;﻿Calle de Serrano-Calle de María de Molina;positive;Castellana;Salamanca;Madrid;negative;"{""NEG"": 0.9052992463111877, ""NEU"": 0.08753380179405212, ""POS"": 0.007166948169469833}"
91;91;1084;40.4102407;-3.7091933;﻿Antonio Flores;﻿CENTRO;Puedo soñar que tengo el cielo sembrado de arrecifes de coral;﻿Calle de Toledo- Calle de López de Silva;positive;Palacio;Centro;Madrid;neutral;"{""NEG"": 0.043539877980947495, ""NEU"": 0.5319367051124573, ""POS"": 0.42452341318130493}"
92;92;1085;40.4076347;-3.7261999;﻿Joan Manuel Serrat;﻿PUERTA DEL ÁNGEL;Sin utopía la vida sería un ensayo para la muerte;﻿C/ Sepulveda 3-5;positive;Cármenes;Latina;Madrid;neutral;"{""NEG"": 0.41461607813835144, ""NEU"": 0.5268169045448303, ""POS"": 0.05856699496507645}"
93;93;1086;40.4146825;-3.6934635;﻿David La M.O.D.A.;﻿RECOLETOS;Recuerdo lo que me dijo mi abuelo aquella mañana, se puede perder la vista pero nunca la mirada;﻿Paseo del Prado-Fuente de Neptuno (Frente Acceso Prado);positive;Jerónimos;Retiro;Madrid;neutral;"{""NEG"": 0.10211963206529617, ""NEU"": 0.6287825703620911, ""POS"": 0.2690978944301605}"
94;94;1087;40.4212545;-3.6727963;﻿Juan Manuel Rodríguez Tobal;﻿CENTRO;La luz en ti se cumple, no termina.;﻿Calle Maiquez (Urgencias Maternidad de O´Donnell);positive;Ibiza;Retiro;Madrid;positive;"{""NEG"": 0.05322824418544769, ""NEU"": 0.3311847448348999, ""POS"": 0.6155869960784912}"
95;95;1088;40.4885477;-3.6853686;﻿El Chojín;﻿VALVERDE;Cuando me quieran ahogar seré un pez... cuando me pongan barreras, volaré;﻿Av. del llano castellano 51;positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.40194258093833923, ""NEU"": 0.5477250814437866, ""POS"": 0.050332412123680115}"
96;96;1089;40.4707114;-3.8254121;﻿Nerea Pallarés;﻿EL PLANTÍO;Como adolescentes alimentando los contenedores, necesitamos que algo explote;﻿Av. de la Victoria 68 (del lado e los impares);positive;;Moncloa-Aravaca;Madrid;negative;"{""NEG"": 0.9674891829490662, ""NEU"": 0.02836918830871582, ""POS"": 0.004141644574701786}"
97;97;108;40.4744708;-3.6975686;﻿Miguel Ángel Jiménez Jara;﻿FUENCARRAL-EL PARDO;Los amores no matan.;﻿Calle de Sinesio Delgado- Hospital Carlos III;positive;Almenara;Tetuán;Madrid;neutral;"{""NEG"": 0.24924954771995544, ""NEU"": 0.5168662071228027, ""POS"": 0.2338842898607254}"
98;98;1090;40.441654;-3.7269456;﻿Ikix;﻿MONCLOA;Ironía es llamarlas calles cuando lo que hicimos aquí llenó mi vida de ruido.;﻿Avenida Complutense - Calle Dr. Severo Ochoa;positive;;Moncloa-Aravaca;Madrid;negative;"{""NEG"": 0.8617323040962219, ""NEU"": 0.12728546559810638, ""POS"": 0.01098228245973587}"
99;99;1091;40.4525009;-3.7111957;﻿Pablo Quirós de Andrés;﻿TETUÁN;Madrid, donde los gatos se beben las noches y duermen al sol;﻿Calle Dr. Federico Rubio y Galí 53;positive;Bellas Vistas;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.13700680434703827, ""NEU"": 0.6040675640106201, ""POS"": 0.2589256167411804}"
100;100;1092;40.452166;-3.6854061;﻿jorge m molinero;﻿EL VISO;Arrasé un campo de margaritas porque sabían del amor más que yo.;﻿Paseo de la Habana - Av de Concha Espina;positive;Hispanoamérica;Chamartín;Madrid;neutral;"{""NEG"": 0.28062179684638977, ""NEU"": 0.5110955834388733, ""POS"": 0.20828258991241455}"
101;101;1093;40.4443975;-3.6785638;﻿Fraskito;﻿PRÍNCIPE DE VERGARA;Castigo tiene una nota que no suena y el corazón la mantiene;﻿Calle Príncipe de Vergara - Calle María Francisca;positive;El Viso;Chamartín;Madrid;neutral;"{""NEG"": 0.26447784900665283, ""NEU"": 0.634192705154419, ""POS"": 0.10132940113544464}"
102;102;1094;40.4378366;-3.638387;﻿Sharif;﻿CIUDAD LINEAL;Ella buscaba un cuerpo para huir del frío, yo buscaba un cuerpo para huir del mío;﻿Calle Alcalá- Calle de Arturo Soria;positive;Quintana;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.2374599128961563, ""NEU"": 0.681407630443573, ""POS"": 0.08113246411085129}"
103;103;1095;40.4225955;-3.6185227;﻿Álvaro Extraviz Menjíbar;﻿SAN BLAS;Ya quisiera el oro valer la mitad que tu tiempo.;﻿Calle de Amposta- Calle de Arcos de Jalón;positive;Arcos;San Blas - Canillejas;Madrid;neutral;"{""NEG"": 0.33333083987236023, ""NEU"": 0.561556875705719, ""POS"": 0.10511232167482376}"
104;104;1096;40.4222371;-3.7126521;﻿María Martínez Bautista;﻿UNIVERSIDAD;La tristeza es vulgar si no es inmensa y esconde muchas veces un placer venenoso;﻿Plaza de España (Bajo Calle de Bailén);negative;Palacio;Centro;Madrid;negative;"{""NEG"": 0.8713924884796143, ""NEU"": 0.10869462788105011, ""POS"": 0.019912881776690483}"
105;105;1097;40.4352165;-3.6883458;﻿LUIS AGUILAR;﻿CASTELLANA;Envejecer debería ser como Octubre: tierno diluirse de prominencias y oquedades;﻿Calle del Gral. Oraá-Paseo de la Castellana;positive;Castellana;Salamanca;Madrid;negative;"{""NEG"": 0.5651600360870361, ""NEU"": 0.41380009055137634, ""POS"": 0.021039877086877823}"
106;106;1098;40.4375244;-3.6828366;﻿Sergio Espinosa;﻿AV. AMÉRICA;aprendimos a cazar pero nunca a recibir la flecha en nuestro vientre;﻿Calle de María de Molina-Calle de Velázquez;positive;Castellana;Salamanca;Madrid;neutral;"{""NEG"": 0.4709990620613098, ""NEU"": 0.4751991033554077, ""POS"": 0.05380183830857277}"
107;107;1099;40.3883192;-3.6699513;﻿Lara López;﻿ENTREVÍAS;Suena un lied de Strauss. Parece que va a llover. Madrid se ha quedado callada.;﻿Av. de San Diego - Calle Gregorio Navas;positive;San Diego;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.901119589805603, ""NEU"": 0.08777721971273422, ""POS"": 0.011103267781436443}"
108;108;109;40.4457825;-3.7150767;﻿Carlos Ussía Bescós;﻿CHAMBERÍ;Contigo el tiempo se pasa molando;﻿Calle de la Moncloa - Glorieta del Presidente García Moreno;positive;Vallehermoso;Chamberí;Madrid;positive;"{""NEG"": 0.09418223798274994, ""NEU"": 0.24557262659072876, ""POS"": 0.6602451205253601}"
109;109;1100;40.4519456;-3.689746;﻿539.paper.st;﻿CHAMARTÍN;El tiempo habla despacio, pero se le entiende muy bien.;﻿Av de Concha Espina - Plaza de Lima;positive;El Viso;Chamartín;Madrid;positive;"{""NEG"": 0.04038149118423462, ""NEU"": 0.44962137937545776, ""POS"": 0.5099971294403076}"
110;110;1101;40.4305983;-3.6633784;﻿Joan Manuel Serrat;﻿SALAMANCA;No hay nada más bello que lo que nunca he tenido, nada más amado que lo que perdí.;﻿Calle Alcalá-Calle Almería;negative;Fuente del Berro;Salamanca;Madrid;neutral;"{""NEG"": 0.24424991011619568, ""NEU"": 0.4472581744194031, ""POS"": 0.308491975069046}"
111;111;1102;40.3954774;-3.7476454;﻿Ariadna G. García;﻿ALUCHE;Disfruto el sueño que he tenido el valor de imaginar;﻿C/ de la Duquesa de Parcent 52;positive;Lucero;Latina;Madrid;positive;"{""NEG"": 0.015204358845949173, ""NEU"": 0.16885672509670258, ""POS"": 0.8159389495849609}"
112;112;1103;40.4005636;-3.6859748;﻿Lola Mascarell;﻿MÉNDEZ ÁLVARO;Quizás lo que nos salva son los raros momentos en que no pasa nada.;﻿Calle de Méndez Álvaro - Calle de Bustamante;negative;Palos de la Frontera;Arganzuela;Madrid;neutral;"{""NEG"": 0.09175972640514374, ""NEU"": 0.5002381205558777, ""POS"": 0.40800216794013977}"
113;113;1104;40.3526939;-3.6991404;﻿Javier Campelo Bermejo;﻿VILLAVERDE;Incluso en el calor voraz de cada asfixia Voy derramando sombra de montaña;﻿Calle de Anoeta (Pares)-Calle de la del Manojo de Rosas;positive;Los Ángeles;Villaverde;Madrid;negative;"{""NEG"": 0.5117021799087524, ""NEU"": 0.4071796238422394, ""POS"": 0.08111821115016937}"
114;114;1105;40.3817834;-3.624563;﻿Loquillo;﻿VILLA DE VALLECAS;No vine aquí para hacer amigos, pero sabes que siempre puedes contar conmigo.;﻿Calle de Sierra de Guadalupe- Calle de San Jaime;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;positive;"{""NEG"": 0.03372269496321678, ""NEU"": 0.47385165095329285, ""POS"": 0.4924256503582001}"
115;115;1106;40.4396903;-3.7258888;﻿Santy Pérez;﻿CIUDAD UNIVERSITARIA;Si preguntan les dices que Madrid curó cicatrices que el tiempo no logró coser;﻿Av. de la memoria - Plaza Cardenal Cisneros;positive;;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.21819588541984558, ""NEU"": 0.7115916609764099, ""POS"": 0.07021254301071167}"
116;116;1107;40.40818;-3.7156641;﻿Laura Sam;﻿IMPERIAL;Así sobrevives, más alta que nadie en tu asfixia, buscándole al cielo la lengua.;﻿Ronda de Segovia (Frente Escaleras);positive;Imperial;Arganzuela;Madrid;neutral;"{""NEG"": 0.29878342151641846, ""NEU"": 0.570766806602478, ""POS"": 0.1304498165845871}"
117;117;1108;40.4024223;-3.7006679;﻿Begoni;﻿ARGANZUELA;Nos conocimos en un abrir y cerrar de apps.;﻿Calle Embajadores 100;positive;Palos de la Frontera;Arganzuela;Madrid;neutral;"{""NEG"": 0.12802590429782867, ""NEU"": 0.6596762537956238, ""POS"": 0.2122979313135147}"
118;118;1109;40.4792145;-3.7047073;﻿Rafael Lechowski;﻿BARRIO DEL PILAR;Hubo una Edad de Oro de la humanidad: fue antes de que la humanidad descubriera el oro;﻿Av. Monforte de Lemos- Calle Gingo de Limia;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.10760374367237091, ""NEU"": 0.7269026637077332, ""POS"": 0.16549356281757355}"
119;119;110;40.3719838;-3.7544409;﻿Alba Ribas;﻿CARABANCHEL;Amor disléxico: el resto de tu lado a mi vida;﻿C/ de Joaquín Turina (frente a colegio Marianista Hemanos Amorós);positive;Buenavista;Carabanchel;Madrid;neutral;"{""NEG"": 0.15332533419132233, ""NEU"": 0.7479046583175659, ""POS"": 0.09877002984285355}"
120;120;1110;40.4199553;-3.7021647;﻿Leiva;﻿GRAN VÍA;El universo en llamas la lluvia en los zapatos;﻿Calle Gran Vía-Calle de las Tres Cruces;positive;Sol;Centro;Madrid;negative;"{""NEG"": 0.516308069229126, ""NEU"": 0.43551963567733765, ""POS"": 0.04817231371998787}"
121;121;1111;40.4331003;-3.7043936;﻿Pablo Morante;﻿QUEVEDO;Siempre hay un momento para morir de nuevo;﻿Calle de San Bernardo 130 - Glorieta de Quevedo;positive;Trafalgar;Chamberí;Madrid;neutral;"{""NEG"": 0.1280292123556137, ""NEU"": 0.6713055968284607, ""POS"": 0.2006651759147644}"
122;122;1112;40.4760153;-3.7158438;﻿David González;﻿EL PILAR;nadie es profeta en su tierra hasta que no se encuentra enterrado debajo de ella;﻿Calle Camino de Ganapanes-Calle de La Bañeza;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.3658401370048523, ""NEU"": 0.521526038646698, ""POS"": 0.11263374984264374}"
123;123;1113;40.4631276;-3.6513823;﻿Fanny Rubio;﻿CANILLAS;La aurora rosa juega a dibujar la marca de unos dedos invisibles que bucean desde ayer en tu vestido;﻿Carr. de Carrillas (Impares) - C/ Matapozuelos;positive;Canillas;Hortaleza;Madrid;neutral;"{""NEG"": 0.25812286138534546, ""NEU"": 0.627710223197937, ""POS"": 0.11416690796613693}"
124;124;1114;40.4225464;-3.7093342;﻿Rodrigo Cortés;﻿CENTRO;No practiques la ironía si tienes la tentación de aclararla;﻿Calle Gran Vía-Calle Isabel la Católica;positive;Universidad;Centro;Madrid;negative;"{""NEG"": 0.6472327709197998, ""NEU"": 0.31727334856987, ""POS"": 0.03549385070800781}"
125;125;1115;40.4712205;-3.7115095;﻿Ahmad Yamani;﻿EL PILAR;Se me olvidó tu casa, pero nunca se me olvida el camino que conduce a ella.;﻿Calle de Sinesio Delgado- Av. de Betanzos;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.19929170608520508, ""NEU"": 0.6660525798797607, ""POS"": 0.13465571403503418}"
126;126;1116;40.4710755;-3.6883861;﻿Ángel Pérez Gómez;﻿TETUÁN;Imprimo átomos de mis pies en el suelo de esta ciudad y ella cuida de mis pasos.;﻿Paseo de la Castellana 221;positive;Almenara;Tetuán;Madrid;positive;"{""NEG"": 0.01863822154700756, ""NEU"": 0.4587187170982361, ""POS"": 0.5226430892944336}"
127;127;1117;40.4620102;-3.689891;﻿Pablo Cerezal;﻿CASTILLEJOS;afuera es la ciudad en vértigo de rostros tan ajena a ti, extranjera de nosotros;﻿Paseo de la Castellana 173 - C/ Rosario Pino;positive;Castillejos;Tetuán;Madrid;negative;"{""NEG"": 0.8738890886306763, ""NEU"": 0.11158743500709534, ""POS"": 0.01452354621142149}"
128;128;1118;40.4652682;-3.6889519;﻿Óscar Brochado Kith;﻿CHAMARTÍN;Only when you touch my skin I realise that it`s really thin.;﻿Paseo de la Castellana - Plaza Castilla 9 (Depósito);positive;Nueva España;Chamartín;Madrid;positive;"{""NEG"": 0.21650755405426025, ""NEU"": 0.21902312338352203, ""POS"": 0.5644693374633789}"
129;129;1119;40.4585052;-3.7157635;﻿Luis Eduardo Aute;﻿BELLASVISTAS;Por mí que reviente el planeta en confeti esta noche. Quiero bailar un slow with you tonight;﻿C/ Francos Rodriguez 79-81 (UNED);positive;;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.0978974774479866, ""NEU"": 0.6908354759216309, ""POS"": 0.21126700937747955}"
130;130;111;40.4109003;-3.6926333;﻿Pablo Messiez;﻿CENTRO;Toda mirada desea;﻿Paseo del Prado-Caixa Forum;positive;Jerónimos;Retiro;Madrid;neutral;"{""NEG"": 0.05624895915389061, ""NEU"": 0.631356954574585, ""POS"": 0.3123941123485565}"
131;131;1120;40.4484923;-3.678136;﻿ÁLEX PRADA;﻿EL VISO;CUANDO TUVE EL UNIVERSO ENTRE MIS MANOS SE ME ANTOJÓ LA MOTA DE POLVO;﻿Calle Príncipe de Vergara- Plaza de Cataluña;positive;El Viso;Chamartín;Madrid;negative;"{""NEG"": 0.5339080691337585, ""NEU"": 0.3907715380191803, ""POS"": 0.07532043755054474}"
132;132;1121;40.4230804;-3.7074419;﻿Andrés Calamaro;﻿SAN BERNARDO;La vida es una cárcel con las puertas abiertas;﻿Calle de San Bernardo-Calle de la Luna;positive;Universidad;Centro;Madrid;neutral;"{""NEG"": 0.3068418502807617, ""NEU"": 0.6077389121055603, ""POS"": 0.08541925996541977}"
133;133;1122;40.4349419;-3.6864522;﻿Ajo;﻿SALAMANCA;Viven por encima de nuestras pasividades;﻿Calle de Serrano-Calle Diego de León;positive;Castellana;Salamanca;Madrid;negative;"{""NEG"": 0.7709186673164368, ""NEU"": 0.2037433385848999, ""POS"": 0.025338053703308105}"
134;134;1123;40.3912886;-3.7028445;﻿Bowl Tang Clan;﻿USERA;Un animal en libertad es mucho más inteligente.;﻿C/ Antonio López 138 (del lado de los impares);positive;Moscardó;Usera;Madrid;positive;"{""NEG"": 0.009644007310271263, ""NEU"": 0.10207322984933853, ""POS"": 0.888282835483551}"
135;135;1124;40.3854896;-3.6958667;﻿Rupi Kaur;﻿ALMENDRALES;Pero no fui hecha con un fuego en mi vientre para poder ser sofocado.;﻿C/ del Vado - C/Antonio López;positive;Almendrales;Usera;Madrid;negative;"{""NEG"": 0.6141834259033203, ""NEU"": 0.35159456729888916, ""POS"": 0.03422204777598381}"
136;136;1125;40.4198236;-3.6923356;﻿Verónica Aranda;﻿CENTRO;Ciudad y no ciudad, universo de tránsito, en donde los viajeros traducían el mundo;﻿Paseo de Recoletos-Calle de Alcalá;positive;Recoletos;Salamanca;Madrid;neutral;"{""NEG"": 0.10690968483686447, ""NEU"": 0.8389911651611328, ""POS"": 0.05409907549619675}"
137;137;1126;40.4783596;-3.7098143;﻿Marifé Santiago;﻿EMBAJADORES;Hay un regreso al vientre de la ciudad más mía, desde la que mi alma y yo jugamos con el tiempo a tejer mundos;﻿Av. Monforte de Lemos- Junta Municipal Distrito Fuencarral, el Pardo;positive;El Pilar;Fuencarral-El Pardo;Madrid;positive;"{""NEG"": 0.031503137201070786, ""NEU"": 0.4209607243537903, ""POS"": 0.5475361943244934}"
138;138;1127;40.4318171;-3.6868827;﻿María Antonia Ortega;﻿CASTELLANA;Los poetas y la muerte se parecen en que restituyen la igualdad;﻿Calle de Serrano-Calle de Padilla;positive;Castellana;Salamanca;Madrid;neutral;"{""NEG"": 0.18645116686820984, ""NEU"": 0.581730306148529, ""POS"": 0.23181849718093872}"
139;139;1128;40.4294212;-3.6872247;﻿Eduardo Rezzano;﻿SALAMANCA;Quise poner las cosas en su lugar, pero las cosas hablaban y me confundían.;﻿Calle de Serrano-Calle Marqués de Villamagna;positive;Castellana;Salamanca;Madrid;negative;"{""NEG"": 0.7320250868797302, ""NEU"": 0.2498907446861267, ""POS"": 0.018084149807691574}"
140;140;1129;40.4213397;-3.6884519;﻿Mar Valdecantos;﻿SALAMANCA;No olvidemos que bajo la ciudad late con fuerza la tierra;﻿Calle de Serrano-Calle de Recoletos;positive;Recoletos;Salamanca;Madrid;positive;"{""NEG"": 0.05835101380944252, ""NEU"": 0.4022921025753021, ""POS"": 0.5393568873405457}"
141;141;112;40.4124652;-3.7037263;﻿Benjamín Prado;﻿TIRSO DE MOLINA;Media verdad ya es toda la mentira;﻿Plaza Tirso de Molina-;positive;Embajadores;Centro;Madrid;negative;"{""NEG"": 0.6723235249519348, ""NEU"": 0.3058089017868042, ""POS"": 0.021867642179131508}"
