;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;twitter-xml_sentiment;twitter-xml_anger;twitter-xml_disgust;twitter-xml_fear;twitter-xml_joy;twitter-xml_sadness;twitter-xml_surprise;twitter-xml_others;twitter-xml_as_positive;twitter-xml_as_neutral;twitter-xml_as_negative
78;78;1072;40.3796954;-3.7298129;﻿María Cabañas;﻿ABRANTES;La suerte no es azar sino un montón de ideas ordenadas al compás;﻿Av. Abrantes 66;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7043599486351013;0.0;0.7043599486351013;0.0
79;79;1073;40.4251642;-3.6802858;﻿Manonsi;﻿SALAMANCA;Perdí mis sueños por tus calles. Allí seguirán, dando de comer a los gorriones.;﻿Calle de Goya-Calle del Príncipe de Vergara;positive;Recoletos;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.8764777183532715;0.0;0.0;0.0;0.0;0.8764777183532715
80;80;1074;40.4441159;-3.7100502;﻿Nerea Pallarés;﻿VALLEHERMOSO;El aire está tan detenido que observar las ruinas es contemplar su postal;﻿Paseo de San Francisco de Sales - Calle del General Ibáñez Ibero;positive;Vallehermoso;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6488481760025024;0.0;0.6488481760025024;0.0
81;81;1075;40.4367547;-3.717995;﻿Maria Jesus Silva Garcia;﻿GAZTAMBIDE;hay una cabeza sin boca conectada a un corazón que pisamos cada día cada vida;﻿Calle de Isaac Peral 20 - Calle Donoso Cortés;positive;Gaztambide;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5708255767822266;0.0;0.5708255767822266;0.0
82;82;1076;40.4356605;-3.7183624;﻿Estelle Talavera Baudet;﻿MONCLOA;Tus pies, sístole y diástole, entre las vértebras del corazón de madroño.;﻿Calle de Isaac Peral 6 del lado de los impares - Calle Fernández de los Ríos;positive;;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6320255398750305;0.0;0.6320255398750305;0.0
83;83;1077;40.4051163;-3.7018025;﻿Victoria Zárate;﻿EMBAJADORES;Eres recuerdo blanco. Nada pesa entre mis manos y sin embargo te puedo retener;﻿Glorieta de Embajadores-Ronda de Valencia;positive;Palos de la Frontera;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.4167402684688568;0.0;0.0;0.0;0.0;0.4167402684688568
84;84;1078;40.4151849;-3.6887402;﻿RODRIGO SANCHO FERRER;﻿CENTRO;¿Había ya rocío sobre las flores la primera mañana del mundo?;﻿Calle de Alfonso XII 30 (del lado de los impares) - Puerta Felipe IV;positive;Jerónimos;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.9162878394126892;0.0;0.9162878394126892;0.0
85;85;1079;40.368563;-3.6632967;﻿Elsa López;﻿ENTREVÍAS;Estas tierras vacías para nadie. Para nadie tanto resplandor. Tanta luz para nadie;﻿Camino del Barrio de la Celsa (subida) - Anillo verde ciclista;positive;Entrevías;Puente de Vallecas;Madrid;negative;0.0;0.0;0.0;0.0;0.6856117844581604;0.0;0.0;0.0;0.0;0.6856117844581604
86;86;107;40.3689287;-3.7123825;﻿Hasier Larretxea;﻿ORCASITAS;Gure itzalek iraganean deklinatzen dute.;﻿Av. de Rafaela Ybarra - C/ Villabona;neutral;Orcasitas;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8036751747131348;0.0;0.8036751747131348;0.0
87;87;1080;40.4335708;-3.6470653;﻿Arantxa Oteo;﻿QUINTANA;Soy la mujer de colores y no voy a consentir que nadie me vuelva gris.;﻿Calle de Alcalá-Calle Ezequiel Solana;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;negative;0.0;0.0;0.0;0.0;0.4669375717639923;0.0;0.0;0.0;0.0;0.4669375717639923
88;88;1081;40.4128099;-3.6928198;﻿Michelle Roche;﻿PRADO;La identidad es el ideograma donde se funden las memorias familiares y las decisiones propias;﻿Paseo del Prado-Plaza Murillo (Esquina Prado);positive;Jerónimos;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7778417468070984;0.0;0.7778417468070984;0.0
89;89;1082;40.4248926;-3.7160316;﻿Michelle Roche;﻿ARGÜELLES;Nadie es un candidato tan popular para el agravio como una víctima;﻿Calle Ferraz 22;negative;Argüelles;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.3975047469139099;0.0;0.0;0.0;0.0;0.3975047469139099
90;90;1083;40.4373875;-3.6862375;﻿Daniel Velázquez;﻿CASTELLANA;Muchos están dormidos, consumando, consumiendo, muriendo creyendo estar viviendo;﻿Calle de Serrano-Calle de María de Molina;positive;Castellana;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.5960493683815002;0.0;0.0;0.0;0.0;0.5960493683815002
91;91;1084;40.4102407;-3.7091933;﻿Antonio Flores;﻿CENTRO;Puedo soñar que tengo el cielo sembrado de arrecifes de coral;﻿Calle de Toledo- Calle de López de Silva;positive;Palacio;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4775637686252594;0.0;0.4775637686252594;0.0
92;92;1085;40.4076347;-3.7261999;﻿Joan Manuel Serrat;﻿PUERTA DEL ÁNGEL;Sin utopía la vida sería un ensayo para la muerte;﻿C/ Sepulveda 3-5;positive;Cármenes;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6866869926452637;0.0;0.6866869926452637;0.0
93;93;1086;40.4146825;-3.6934635;﻿David La M.O.D.A.;﻿RECOLETOS;Recuerdo lo que me dijo mi abuelo aquella mañana, se puede perder la vista pero nunca la mirada;﻿Paseo del Prado-Fuente de Neptuno (Frente Acceso Prado);positive;Jerónimos;Retiro;Madrid;negative;0.0;0.0;0.0;0.0;0.5055015087127686;0.0;0.0;0.0;0.0;0.5055015087127686
94;94;1087;40.4212545;-3.6727963;﻿Juan Manuel Rodríguez Tobal;﻿CENTRO;La luz en ti se cumple, no termina.;﻿Calle Maiquez (Urgencias Maternidad de O´Donnell);positive;Ibiza;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6684325933456421;0.0;0.6684325933456421;0.0
95;95;1088;40.4885477;-3.6853686;﻿El Chojín;﻿VALVERDE;Cuando me quieran ahogar seré un pez... cuando me pongan barreras, volaré;﻿Av. del llano castellano 51;positive;Valverde;Fuencarral-El Pardo;Madrid;negative;0.40334054827690125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40334054827690125
96;96;1089;40.4707114;-3.8254121;﻿Nerea Pallarés;﻿EL PLANTÍO;Como adolescentes alimentando los contenedores, necesitamos que algo explote;﻿Av. de la Victoria 68 (del lado e los impares);positive;;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.531920313835144;0.0;0.531920313835144;0.0
97;97;108;40.4744708;-3.6975686;﻿Miguel Ángel Jiménez Jara;﻿FUENCARRAL-EL PARDO;Los amores no matan.;﻿Calle de Sinesio Delgado- Hospital Carlos III;positive;Almenara;Tetuán;Madrid;negative;0.0;0.0;0.0;0.0;0.6284417510032654;0.0;0.0;0.0;0.0;0.6284417510032654
98;98;1090;40.441654;-3.7269456;﻿Ikix;﻿MONCLOA;Ironía es llamarlas calles cuando lo que hicimos aquí llenó mi vida de ruido.;﻿Avenida Complutense - Calle Dr. Severo Ochoa;positive;;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.3557807505130768;0.0;0.0;0.0;0.0;0.3557807505130768
99;99;1091;40.4525009;-3.7111957;﻿Pablo Quirós de Andrés;﻿TETUÁN;Madrid, donde los gatos se beben las noches y duermen al sol;﻿Calle Dr. Federico Rubio y Galí 53;positive;Bellas Vistas;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.535735011100769;0.0;0.535735011100769;0.0
100;100;1092;40.452166;-3.6854061;﻿jorge m molinero;﻿EL VISO;Arrasé un campo de margaritas porque sabían del amor más que yo.;﻿Paseo de la Habana - Av de Concha Espina;positive;Hispanoamérica;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6411837935447693;0.0;0.6411837935447693;0.0
101;101;1093;40.4443975;-3.6785638;﻿Fraskito;﻿PRÍNCIPE DE VERGARA;Castigo tiene una nota que no suena y el corazón la mantiene;﻿Calle Príncipe de Vergara - Calle María Francisca;positive;El Viso;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8171262145042419;0.0;0.8171262145042419;0.0
102;102;1094;40.4378366;-3.638387;﻿Sharif;﻿CIUDAD LINEAL;Ella buscaba un cuerpo para huir del frío, yo buscaba un cuerpo para huir del mío;﻿Calle Alcalá- Calle de Arturo Soria;positive;Quintana;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5955832004547119;0.0;0.5955832004547119;0.0
103;103;1095;40.4225955;-3.6185227;﻿Álvaro Extraviz Menjíbar;﻿SAN BLAS;Ya quisiera el oro valer la mitad que tu tiempo.;﻿Calle de Amposta- Calle de Arcos de Jalón;positive;Arcos;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4061187505722046;0.0;0.4061187505722046;0.0
104;104;1096;40.4222371;-3.7126521;﻿María Martínez Bautista;﻿UNIVERSIDAD;La tristeza es vulgar si no es inmensa y esconde muchas veces un placer venenoso;﻿Plaza de España (Bajo Calle de Bailén);negative;Palacio;Centro;Madrid;negative;0.0;0.0;0.0;0.0;0.8787782192230225;0.0;0.0;0.0;0.0;0.8787782192230225
105;105;1097;40.4352165;-3.6883458;﻿LUIS AGUILAR;﻿CASTELLANA;Envejecer debería ser como Octubre: tierno diluirse de prominencias y oquedades;﻿Calle del Gral. Oraá-Paseo de la Castellana;positive;Castellana;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8748825788497925;0.0;0.8748825788497925;0.0
106;106;1098;40.4375244;-3.6828366;﻿Sergio Espinosa;﻿AV. AMÉRICA;aprendimos a cazar pero nunca a recibir la flecha en nuestro vientre;﻿Calle de María de Molina-Calle de Velázquez;positive;Castellana;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7142626643180847;0.0;0.7142626643180847;0.0
107;107;1099;40.3883192;-3.6699513;﻿Lara López;﻿ENTREVÍAS;Suena un lied de Strauss. Parece que va a llover. Madrid se ha quedado callada.;﻿Av. de San Diego - Calle Gregorio Navas;positive;San Diego;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5918155908584595;0.0;0.5918155908584595;0.0
108;108;109;40.4457825;-3.7150767;﻿Carlos Ussía Bescós;﻿CHAMBERÍ;Contigo el tiempo se pasa molando;﻿Calle de la Moncloa - Glorieta del Presidente García Moreno;positive;Vallehermoso;Chamberí;Madrid;positive;0.0;0.0;0.0;0.42989692091941833;0.0;0.0;0.0;0.42989692091941833;0.0;0.0
109;109;1100;40.4519456;-3.689746;﻿539.paper.st;﻿CHAMARTÍN;El tiempo habla despacio, pero se le entiende muy bien.;﻿Av de Concha Espina - Plaza de Lima;positive;El Viso;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8416051864624023;0.0;0.8416051864624023;0.0
110;110;1101;40.4305983;-3.6633784;﻿Joan Manuel Serrat;﻿SALAMANCA;No hay nada más bello que lo que nunca he tenido, nada más amado que lo que perdí.;﻿Calle Alcalá-Calle Almería;negative;Fuente del Berro;Salamanca;Madrid;positive;0.0;0.0;0.0;0.5183218121528625;0.0;0.0;0.0;0.5183218121528625;0.0;0.0
111;111;1102;40.3954774;-3.7476454;﻿Ariadna G. García;﻿ALUCHE;Disfruto el sueño que he tenido el valor de imaginar;﻿C/ de la Duquesa de Parcent 52;positive;Lucero;Latina;Madrid;positive;0.0;0.0;0.0;0.8187261819839478;0.0;0.0;0.0;0.8187261819839478;0.0;0.0
112;112;1103;40.4005636;-3.6859748;﻿Lola Mascarell;﻿MÉNDEZ ÁLVARO;Quizás lo que nos salva son los raros momentos en que no pasa nada.;﻿Calle de Méndez Álvaro - Calle de Bustamante;negative;Palos de la Frontera;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.43123653531074524;0.0;0.0;0.0;0.0;0.43123653531074524
113;113;1104;40.3526939;-3.6991404;﻿Javier Campelo Bermejo;﻿VILLAVERDE;Incluso en el calor voraz de cada asfixia Voy derramando sombra de montaña;﻿Calle de Anoeta (Pares)-Calle de la del Manojo de Rosas;positive;Los Ángeles;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4718432128429413;0.0;0.4718432128429413;0.0
114;114;1105;40.3817834;-3.624563;﻿Loquillo;﻿VILLA DE VALLECAS;No vine aquí para hacer amigos, pero sabes que siempre puedes contar conmigo.;﻿Calle de Sierra de Guadalupe- Calle de San Jaime;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;positive;0.0;0.0;0.0;0.361646831035614;0.0;0.0;0.0;0.361646831035614;0.0;0.0
115;115;1106;40.4396903;-3.7258888;﻿Santy Pérez;﻿CIUDAD UNIVERSITARIA;Si preguntan les dices que Madrid curó cicatrices que el tiempo no logró coser;﻿Av. de la memoria - Plaza Cardenal Cisneros;positive;;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5777048468589783;0.0;0.5777048468589783;0.0
116;116;1107;40.40818;-3.7156641;﻿Laura Sam;﻿IMPERIAL;Así sobrevives, más alta que nadie en tu asfixia, buscándole al cielo la lengua.;﻿Ronda de Segovia (Frente Escaleras);positive;Imperial;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5739678144454956;0.0;0.5739678144454956;0.0
117;117;1108;40.4024223;-3.7006679;﻿Begoni;﻿ARGANZUELA;Nos conocimos en un abrir y cerrar de apps.;﻿Calle Embajadores 100;positive;Palos de la Frontera;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.726457953453064;0.0;0.726457953453064;0.0
118;118;1109;40.4792145;-3.7047073;﻿Rafael Lechowski;﻿BARRIO DEL PILAR;Hubo una Edad de Oro de la humanidad: fue antes de que la humanidad descubriera el oro;﻿Av. Monforte de Lemos- Calle Gingo de Limia;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7707981467247009;0.0;0.7707981467247009;0.0
119;119;110;40.3719838;-3.7544409;﻿Alba Ribas;﻿CARABANCHEL;Amor disléxico: el resto de tu lado a mi vida;﻿C/ de Joaquín Turina (frente a colegio Marianista Hemanos Amorós);positive;Buenavista;Carabanchel;Madrid;positive;0.0;0.0;0.0;0.5441260933876038;0.0;0.0;0.0;0.5441260933876038;0.0;0.0
120;120;1110;40.4199553;-3.7021647;﻿Leiva;﻿GRAN VÍA;El universo en llamas la lluvia en los zapatos;﻿Calle Gran Vía-Calle de las Tres Cruces;positive;Sol;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.716443657875061;0.0;0.716443657875061;0.0
121;121;1111;40.4331003;-3.7043936;﻿Pablo Morante;﻿QUEVEDO;Siempre hay un momento para morir de nuevo;﻿Calle de San Bernardo 130 - Glorieta de Quevedo;positive;Trafalgar;Chamberí;Madrid;negative;0.0;0.0;0.0;0.0;0.6013228297233582;0.0;0.0;0.0;0.0;0.6013228297233582
122;122;1112;40.4760153;-3.7158438;﻿David González;﻿EL PILAR;nadie es profeta en su tierra hasta que no se encuentra enterrado debajo de ella;﻿Calle Camino de Ganapanes-Calle de La Bañeza;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7140116691589355;0.0;0.7140116691589355;0.0
123;123;1113;40.4631276;-3.6513823;﻿Fanny Rubio;﻿CANILLAS;La aurora rosa juega a dibujar la marca de unos dedos invisibles que bucean desde ayer en tu vestido;﻿Carr. de Carrillas (Impares) - C/ Matapozuelos;positive;Canillas;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8592609167098999;0.0;0.8592609167098999;0.0
124;124;1114;40.4225464;-3.7093342;﻿Rodrigo Cortés;﻿CENTRO;No practiques la ironía si tienes la tentación de aclararla;﻿Calle Gran Vía-Calle Isabel la Católica;positive;Universidad;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7587528228759766;0.0;0.7587528228759766;0.0
125;125;1115;40.4712205;-3.7115095;﻿Ahmad Yamani;﻿EL PILAR;Se me olvidó tu casa, pero nunca se me olvida el camino que conduce a ella.;﻿Calle de Sinesio Delgado- Av. de Betanzos;positive;El Pilar;Fuencarral-El Pardo;Madrid;negative;0.0;0.0;0.0;0.0;0.408674031496048;0.0;0.0;0.0;0.0;0.408674031496048
126;126;1116;40.4710755;-3.6883861;﻿Ángel Pérez Gómez;﻿TETUÁN;Imprimo átomos de mis pies en el suelo de esta ciudad y ella cuida de mis pasos.;﻿Paseo de la Castellana 221;positive;Almenara;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6133654713630676;0.0;0.6133654713630676;0.0
127;127;1117;40.4620102;-3.689891;﻿Pablo Cerezal;﻿CASTILLEJOS;afuera es la ciudad en vértigo de rostros tan ajena a ti, extranjera de nosotros;﻿Paseo de la Castellana 173 - C/ Rosario Pino;positive;Castillejos;Tetuán;Madrid;negative;0.0;0.0;0.0;0.0;0.7903972864151001;0.0;0.0;0.0;0.0;0.7903972864151001
128;128;1118;40.4652682;-3.6889519;﻿Óscar Brochado Kith;﻿CHAMARTÍN;Only when you touch my skin I realise that it`s really thin.;﻿Paseo de la Castellana - Plaza Castilla 9 (Depósito);positive;Nueva España;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4006150960922241;0.0;0.4006150960922241;0.0
129;129;1119;40.4585052;-3.7157635;﻿Luis Eduardo Aute;﻿BELLASVISTAS;Por mí que reviente el planeta en confeti esta noche. Quiero bailar un slow with you tonight;﻿C/ Francos Rodriguez 79-81 (UNED);positive;;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.578037440776825;0.0;0.578037440776825;0.0
130;130;111;40.4109003;-3.6926333;﻿Pablo Messiez;﻿CENTRO;Toda mirada desea;﻿Paseo del Prado-Caixa Forum;positive;Jerónimos;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5533771514892578;0.0;0.5533771514892578;0.0
131;131;1120;40.4484923;-3.678136;﻿ÁLEX PRADA;﻿EL VISO;CUANDO TUVE EL UNIVERSO ENTRE MIS MANOS SE ME ANTOJÓ LA MOTA DE POLVO;﻿Calle Príncipe de Vergara- Plaza de Cataluña;positive;El Viso;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.46434664726257324;0.0;0.46434664726257324;0.0
132;132;1121;40.4230804;-3.7074419;﻿Andrés Calamaro;﻿SAN BERNARDO;La vida es una cárcel con las puertas abiertas;﻿Calle de San Bernardo-Calle de la Luna;positive;Universidad;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5724526047706604;0.0;0.5724526047706604;0.0
133;133;1122;40.4349419;-3.6864522;﻿Ajo;﻿SALAMANCA;Viven por encima de nuestras pasividades;﻿Calle de Serrano-Calle Diego de León;positive;Castellana;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5773954391479492;0.0;0.5773954391479492;0.0
134;134;1123;40.3912886;-3.7028445;﻿Bowl Tang Clan;﻿USERA;Un animal en libertad es mucho más inteligente.;﻿C/ Antonio López 138 (del lado de los impares);positive;Moscardó;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6944882273674011;0.0;0.6944882273674011;0.0
135;135;1124;40.3854896;-3.6958667;﻿Rupi Kaur;﻿ALMENDRALES;Pero no fui hecha con un fuego en mi vientre para poder ser sofocado.;﻿C/ del Vado - C/Antonio López;positive;Almendrales;Usera;Madrid;negative;0.0;0.0;0.0;0.0;0.5161667466163635;0.0;0.0;0.0;0.0;0.5161667466163635
136;136;1125;40.4198236;-3.6923356;﻿Verónica Aranda;﻿CENTRO;Ciudad y no ciudad, universo de tránsito, en donde los viajeros traducían el mundo;﻿Paseo de Recoletos-Calle de Alcalá;positive;Recoletos;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8820545077323914;0.0;0.8820545077323914;0.0
137;137;1126;40.4783596;-3.7098143;﻿Marifé Santiago;﻿EMBAJADORES;Hay un regreso al vientre de la ciudad más mía, desde la que mi alma y yo jugamos con el tiempo a tejer mundos;﻿Av. Monforte de Lemos- Junta Municipal Distrito Fuencarral, el Pardo;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4544857144355774;0.0;0.4544857144355774;0.0
138;138;1127;40.4318171;-3.6868827;﻿María Antonia Ortega;﻿CASTELLANA;Los poetas y la muerte se parecen en que restituyen la igualdad;﻿Calle de Serrano-Calle de Padilla;positive;Castellana;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5771573185920715;0.0;0.5771573185920715;0.0
139;139;1128;40.4294212;-3.6872247;﻿Eduardo Rezzano;﻿SALAMANCA;Quise poner las cosas en su lugar, pero las cosas hablaban y me confundían.;﻿Calle de Serrano-Calle Marqués de Villamagna;positive;Castellana;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4460473954677582;0.0;0.4460473954677582;0.0
140;140;1129;40.4213397;-3.6884519;﻿Mar Valdecantos;﻿SALAMANCA;No olvidemos que bajo la ciudad late con fuerza la tierra;﻿Calle de Serrano-Calle de Recoletos;positive;Recoletos;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7793911695480347;0.0;0.7793911695480347;0.0
141;141;112;40.4124652;-3.7037263;﻿Benjamín Prado;﻿TIRSO DE MOLINA;Media verdad ya es toda la mentira;﻿Plaza Tirso de Molina-;positive;Embajadores;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4427729547023773;0.0;0.4427729547023773;0.0
142;142;1130;40.4689453;-3.820464;﻿Chema Lagaron;﻿EL PLANTÍO;A donde yo voy no hay lugar para corazones dormidos para soledades enfermas;﻿Av. de la Victoria 36 (del lado e los impares);positive;;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.5447088479995728;0.0;0.0;0.0;0.0;0.5447088479995728
143;143;1131;40.426671;-3.6877122;﻿ALBERTO Prieto Román;﻿SALAMANCA;Cambiar fronteras por pasos de peatones y que la vida sea la preferencia.;﻿Calle de Serrano-Calle de Hermosillo;positive;Recoletos;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7497488260269165;0.0;0.7497488260269165;0.0
144;144;1132;40.422668;-3.6884089;﻿Colina;﻿SALAMANCA;Llegó, defendió, vivió y se quedó en Madrid siempre.;﻿Calle de Serrano-Calle de Villanueva;positive;Recoletos;Salamanca;Madrid;positive;0.0;0.0;0.0;0.4570945203304291;0.0;0.0;0.0;0.4570945203304291;0.0;0.0
145;145;1133;40.4350562;-3.6611778;﻿Héctor Arnau Salvador;﻿SALAMANCA;sombra o cebra fui y caí bajo esta sombría geometría de los hombres: sí, písame;﻿Calle de Martinez Izquierdo-Calle de Roberto Domingo;positive;Guindalera;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7707152366638184;0.0;0.7707152366638184;0.0
146;146;1134;40.4328675;-3.6726093;﻿Yolanda Castaño;﻿DIEGO DE LEÓN (C);Se a nosa mente fai da cidade selva, calbaguemos dacabalo de cebras prodixiosas;﻿Calle de Francisco Silvela-Calle de Azcona;positive;Guindalera;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.9006131291389465;0.0;0.9006131291389465;0.0
147;147;1135;40.4250946;-3.6877531;﻿Alejo Stivel;﻿SALAMANCA;Pregunté a los cuatro vientos ¿cuál será la gran verdad? Y solo encontré más preguntas;﻿Calle de Serrano-Calle de Goya;positive;Recoletos;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5565136075019836;0.0;0.5565136075019836;0.0
148;148;1136;40.4120828;-3.6474623;﻿Laura Guerra Rey;﻿MORATALAZ;Ojalá que la tristeza tenga la misma memoria que los peces;﻿Av. del Doctor García Tapia Nº 47 (Colegio Público Pasamonte);positive;Marroquina;Moratalaz;Madrid;negative;0.0;0.0;0.0;0.0;0.9557833075523376;0.0;0.0;0.0;0.0;0.9557833075523376
149;149;1137;40.4128783;-3.6936473;﻿Paloma Cubeiro;﻿CENTRO;Son los museos quienes tendrían que hacer cola para vernos.;﻿Paseo del Prado-Plaza Platería de Martínez;positive;Cortes;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7556652426719666;0.0;0.7556652426719666;0.0
150;150;1138;40.4066406;-3.6835655;﻿Anunciada Fernández de Córdova;﻿RETIRO;Yo, en la incertidumbre,  viviendo como si fuera para siempre;﻿Paseo de R Cristina - Calle Julián Gayarre;positive;Pacífico;Retiro;Madrid;negative;0.0;0.0;0.0;0.0;0.5942532420158386;0.0;0.0;0.0;0.0;0.5942532420158386
151;151;1139;40.3966519;-3.6662055;﻿Pablo Piñeiro;﻿PUENTE DE VALLECAS;Todo lo que soy se lo debo a cada grieta de las manos de mi madre.;﻿Av. de la Albufera - Calle Puerto de Alcolea;positive;Numancia;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5728680491447449;0.0;0.5728680491447449;0.0
